Time: 2026-04-27 23:30:49
Log Dir: logs/2026-04-27_23-30-49/Ours_GeFL
================================================================================

==============================        Args        ==============================
  exp_timestamp: None
  exp_conf: ./configs/het-iid-exp.yaml
  device: cuda:1
  seed: 15698
  algorithm: Ours_GeFL
  num_new_clients: 1
  num_train_mnist: 10
  num_train_emnist: 10
  num_train_fashionmnist: 10
  num_train_cifar10: 0
  num_train_cifar100: 0
  num_train_usps: 0
================================================================================
==============================    Exp Configs     ==============================
exp_name: model-heterogeneity
heterogeneous: true
dirichlet_alpha: 100
global_rounds: 100
local_epochs: 1
local_loss_fn: CrossEntropyLoss
local_optim: Adam
local_lr: 0.001
batch_size: 64
sample_frac: 1.0
test_interval: 1
metric_type: accuracy
global_feature_dim: 256
optim: Adam
optim_lr: 0.001
global_gen_epochs: 10
gen_noise_dim: 128
gen_optim: Adam
gen_optim_lr: 0.001
global_feat_gen_epochs: 10
feat_gen_noise_dim: 128
feat_gen_optim: Adam
feat_gen_optim_lr: 0.001
feat_gen_div_beta: 1.0
public_data_ratio: 0.05
start_mapping_epoch: 40
gen_observer_weight: 1.0
index_matching: class_name
aggregate_method: dataset_name
use_new_entropy_method: true
entropy_ratio: 0.7
global_model_epochs: 15
global_model_optim: Adam
global_model_optim_lr: 0.001
global_samples_per_class: 64

================================================================================

==================================================
Start 100 rounds training by Ours_GeFL
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 1 ---
Client 0 (MNIST) | Target Loss: 0.9820 | G Loss: 2.3939 | D Loss: 0.3262
Client 1 (MNIST) | Target Loss: 1.4843 | G Loss: 2.8133 | D Loss: 0.2860
Client 2 (MNIST) | Target Loss: 0.8274 | G Loss: 2.9106 | D Loss: 0.2799
Client 3 (MNIST) | Target Loss: 0.4776 | G Loss: 2.8606 | D Loss: 0.2983
Client 4 (MNIST) | Target Loss: 1.6307 | G Loss: 2.7323 | D Loss: 0.3001
Client 5 (MNIST) | Target Loss: 1.7751 | G Loss: 2.7044 | D Loss: 0.3070
Client 6 (MNIST) | Target Loss: 1.2701 | G Loss: 2.4829 | D Loss: 0.3143
Client 7 (MNIST) | Target Loss: 1.3376 | G Loss: 2.4542 | D Loss: 0.3244
Client 8 (MNIST) | Target Loss: 1.7548 | G Loss: 2.5057 | D Loss: 0.3213
Client 9 (MNIST) | Target Loss: 1.7184 | G Loss: 2.6232 | D Loss: 0.3028
Client 11 (FashionMNIST) | Target Loss: 0.8995 | G Loss: 2.1736 | D Loss: 0.3423
Client 12 (FashionMNIST) | Target Loss: 1.3179 | G Loss: 2.1917 | D Loss: 0.3456
Client 13 (FashionMNIST) | Target Loss: 0.9597 | G Loss: 2.2234 | D Loss: 0.3426
Client 14 (FashionMNIST) | Target Loss: 0.8234 | G Loss: 2.1470 | D Loss: 0.3508
Client 15 (FashionMNIST) | Target Loss: 1.3559 | G Loss: 2.1242 | D Loss: 0.3509
Client 16 (FashionMNIST) | Target Loss: 1.4207 | G Loss: 2.1250 | D Loss: 0.3531
Client 17 (FashionMNIST) | Target Loss: 1.3571 | G Loss: 2.1708 | D Loss: 0.3473
Client 18 (FashionMNIST) | Target Loss: 1.1835 | G Loss: 2.1404 | D Loss: 0.3527
Client 19 (FashionMNIST) | Target Loss: 1.5116 | G Loss: 2.3956 | D Loss: 0.3165
Client 20 (FashionMNIST) | Target Loss: 1.3330 | G Loss: 2.2768 | D Loss: 0.3348
Client 22 (EMNIST) | Target Loss: 1.2125 | G Loss: 2.1277 | D Loss: 0.3106
Client 23 (EMNIST) | Target Loss: 1.3746 | G Loss: 2.0755 | D Loss: 0.3249
Client 24 (EMNIST) | Target Loss: 0.9279 | G Loss: 2.1816 | D Loss: 0.3014
Client 25 (EMNIST) | Target Loss: 0.7399 | G Loss: 2.1557 | D Loss: 0.3129
Client 26 (EMNIST) | Target Loss: 1.4801 | G Loss: 2.1105 | D Loss: 0.3182
Client 27 (EMNIST) | Target Loss: 2.0344 | G Loss: 2.0542 | D Loss: 0.3195
Client 28 (EMNIST) | Target Loss: 1.2791 | G Loss: 2.0771 | D Loss: 0.3233
Client 29 (EMNIST) | Target Loss: 1.1769 | G Loss: 2.0701 | D Loss: 0.3247
Client 30 (EMNIST) | Target Loss: 1.6928 | G Loss: 2.1032 | D Loss: 0.3124
Client 31 (EMNIST) | Target Loss: 1.7318 | G Loss: 2.1672 | D Loss: 0.3126
Round 1 | Client 0 | Model: (MLP) | Acc: 82.99%
Round 1 | Client 1 | Model: (CNN) | Acc: 68.00%
Round 1 | Client 2 | Model: (ResNet8) | Acc: 77.24%
Round 1 | Client 3 | Model: (ResNet18) | Acc: 94.00%
Round 1 | Client 4 | Model: (MobileNetV2) | Acc: 65.52%
Round 1 | Client 5 | Model: (MobileNetV3) | Acc: 51.84%
Round 1 | Client 6 | Model: (LeNet) | Acc: 85.89%
Round 1 | Client 7 | Model: (AlexNet) | Acc: 82.32%
